_id,user_id,nfts[0],nfts[1],nfts[2]
68dd307431e9c4a5c4646ff4,512811798,CloverPin-27,CloverPin-255,CloverPin-2766
68dd30ce00b81dccf136e213,6875797357,CloverPin-27,,
68dd330c11fbe6f805beb86f,1737346981,CloverPin-27111,,
68dd332511fbe6f805beb870,6187500248,CloverPin-27667,,
68dd33c711fbe6f805beb871,6145655302,CloverPin-2766,,
68dd33ee11fbe6f805beb872,5060838254,,,
68dd355911fbe6f805beb875,728975724,,,
